FID,id,vejkode,vejnavn,park_id,bydel,distrikt,kurv_type,kurv_farve,kurv_laag,kurv_tilstand,kurv_driftsopgave,kurv_placering,tomn_rute_basis,tomn_rute_weekend,tomn_rute_middag,tomn_rute_efterm,tomningsfrekvens,kurv_foto,reg_metode,bemaerkning,reg_dato,rettet_dato,wkb_geometry
affaldskurv.2642,6662,8008,Vasbygade,,Vesterbro-Kongens Enghave,2,Richard Müller T5,Blå,Uden låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Kongens Enghave Team 4,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-14T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.542946502553589 55.65428181939087))
affaldskurv.2643,4916,8076,Ved Langebro,,Indre By,1,Københavnerkurv,Grå (metal),Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Team Christianshavn,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-07-11T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.582194909241256 55.668994096812426))
affaldskurv.2644,4915,8076,Ved Langebro,,Indre By,1,Københavnerkurv,Grå (metal),Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Team Christianshavn,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-07-11T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.582015870239617 55.669002447785935))
affaldskurv.2645,11732,8100,Ved Stranden,,Indre By,,Københavnerkurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2017-07-12T12:58:53.214,,MULTIPOINT ((12.577475822421508 55.677263520626326))
affaldskurv.2646,11731,8100,Ved Stranden,,Indre By,,Københavnerkurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2017-07-12T12:58:53.214,,MULTIPOINT ((12.577406811088114 55.677333180918225))
affaldskurv.2647,10375,8100,Ved Stranden,0,Indre By,,Københavnerkurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2013-07-15T13:45:32,2017-07-12T12:58:53.48,MULTIPOINT ((12.580609256775283 55.67787617152566))
affaldskurv.2648,8628,8100,Ved Stranden,0,Indre By,,Københavnerkurv,Grå (metal),Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Team Frederiksstaden,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.581371197681317 55.67726267445396))
affaldskurv.2649,8627,8100,Ved Stranden,0,Indre By,,Københavnerkurv,Grå (metal),Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Team Frederiksstaden,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.58123697512599 55.677322255181195))
affaldskurv.2650,8626,8100,Ved Stranden,0,Indre By,,Københavnerkurv,Grå (metal),Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Team Frederiksstaden,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.580863068959719 55.67749604814388))
affaldskurv.2651,8625,8100,Ved Stranden,0,Indre By,,Københavnerkurv,Grå (metal),Med låg,Afbrændt,Ikke registreret,Vej/Fortov,Team Frederiksstaden,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.580586299556035 55.67760551793361))
affaldskurv.2652,9477,8100,Ved Stranden,0,Indre By,,Andet,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,Team Frederiksstaden,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,Tilhører Canal Tours 2011-383794 og 2011-393097 ,2011-06-29T12:41:42,2014-09-09T09:53:27,MULTIPOINT ((12.5805862868115 55.677547845368736))
affaldskurv.2653,9476,8100,Ved Stranden,0,Indre By,,Andet,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,Team Frederiksstaden,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,Tilhører Canal Tours 2011-383794 og 2011-393097 ,2011-06-29T12:41:05,2014-09-09T09:53:27,MULTIPOINT ((12.580886139136572 55.67743721489138))
affaldskurv.2654,9475,8100,Ved Stranden,0,Indre By,,Andet,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,Team Frederiksstaden,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,Tilhører Canal Tours 2011-383794 og 2011-393097 ,2011-06-29T12:40:29,2014-09-09T09:53:27,MULTIPOINT ((12.581259146050156 55.677261892851924))
affaldskurv.2655,9474,8100,Ved Stranden,0,Indre By,,Andet,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,Team Frederiksstaden,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,Tilhører Canal Tours 2011-383794 og 2011-393097 ,2011-06-29T12:39:56,2014-09-09T09:53:27,MULTIPOINT ((12.58167283203857 55.677081806838515))
affaldskurv.2656,9473,8100,Ved Stranden,0,Indre By,,Andet,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,Team Frederiksstaden,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,Tilhører Canal Tours 2011-383794 og 2011-393097 ,2011-06-29T12:37:44,2014-09-09T09:53:27,MULTIPOINT ((12.581915314075017 55.67696775225887))
affaldskurv.2657,10374,8100,Ved Stranden,0,Indre By,,Københavnerkurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2013-07-15T13:45:04,2016-06-20T08:51:27.392,MULTIPOINT ((12.580512867230194 55.677716439379566))
affaldskurv.2658,5650,8100,Ved Stranden,,Indre By,1,Richard Müller T5,Grøn,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Team Frederiksstaden,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,rute 3,2009-02-01T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.581046416850246 55.67764786644028))
affaldskurv.2659,4981,8100,Ved Stranden,,Indre By,1,Københavnerkurv,Grå (metal),Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Team Frederiksstaden,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,rute 3,2009-02-01T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.581882147858014 55.677023444410395))
affaldskurv.2660,4980,8100,Ved Stranden,,Indre By,1,Københavnerkurv,Grå (metal),Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Team Frederiksstaden,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,rute 3,2009-02-01T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.581762846331173 55.67707894636752))
affaldskurv.2661,8420,8108,Ved Vesterport,0,Indre By,,Københavnerkurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Team Tivoli,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,,2014-09-09T09:53:27,MULTIPOINT ((12.561214642516505 55.67493500402234))
affaldskurv.2662,5097,8108,Ved Vesterport,,Indre By,1,Richard Müller T5,Blå,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Team Tivoli,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,rute 1,2001-08-08T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.562672754502012 55.67547958154038))
affaldskurv.2663,5095,8108,Ved Vesterport,,Indre By,1,Pizzakurv,Grå (metal),Ikke registreret,Rimelig/god stand,Ikke registreret,Vej/Fortov,Team Tivoli,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,rute 1,2001-08-07T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.561745236157156 55.67542452981581))
affaldskurv.2664,5094,8108,Ved Vesterport,,Indre By,1,Københavnerkurv,Blå,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Team Tivoli,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,rute 1,2001-08-08T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.562469796498059 55.67562716098407))
affaldskurv.2665,8014,8128,Vejlands Allé,,Amager Vest,3,Københavnerkurv,Blå,Med låg,Slidt/grim,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS, ,2001-07-10T00:00:00,2016-02-16T14:42:12.441,MULTIPOINT ((12.57480019393295 55.64117668542312))
affaldskurv.2666,8468,8128,Vejlands Allé,0,Amager Vest,,Richard Müller T5,Grøn,Uden låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.59956563819824 55.64247791147707))
affaldskurv.2667,7847,8128,Vejlands Allé,,Amager Vest,3,Richard Müller T5,Blå,Med låg,Slidt/grim,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-07-26T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.592036788366606 55.64234766959895))
affaldskurv.2668,7846,8128,Vejlands Allé,,Amager Vest,3,Richard Müller T5,Blå,Med låg,Slidt/grim,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-07-26T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.590790619018664 55.64257792501429))
affaldskurv.2669,8013,8128,Vejlands Allé,,Amager Vest,3,Københavnerkurv,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret, ,2002-11-19T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.564380880796799 55.64136345319184))
affaldskurv.2670,8011,8128,Vejlands Allé,,Amager Vest,3,Københavnerkurv,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt, ,2004-04-26T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.56278883328063 55.64159611605108))
affaldskurv.2671,7689,8128,Vejlands Allé,0,Amager Vest,,Københavnerkurv,Blå,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2009-03-19T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.58690941773815 55.64158433490579))
affaldskurv.2672,7564,8128,Vejlands Allé,,Amager Vest,3,Københavnerkurv,Blå,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2009-02-01T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.586442196426372 55.64119032189525))
affaldskurv.2673,7482,8128,Vejlands Allé,,Amager Vest,3,Richard Müller T5,Blå,Med låg,Slidt/grim,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-07-26T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.607276047640767 55.64285510128859))
affaldskurv.2674,7481,8128,Vejlands Allé,,Amager Vest,3,Københavnerkurv,Blå,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-07-26T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.606231902375066 55.642876038014805))
affaldskurv.2675,7480,8128,Vejlands Allé,,Amager Vest,3,Richard Müller T5,Blå,Med låg,Slidt/grim,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-07-26T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.597655092535842 55.64263742069542))
affaldskurv.2676,8772,8136,Vejrøgade,0,Østerbro,,Københavnerkurv,Grå (metal),Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Østerbro Team 2,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,,2014-09-09T09:53:27,MULTIPOINT ((12.569708055782517 55.709316619626804))
affaldskurv.2677,10346,8144,Vendersgade,0,Indre By,,Københavnerkurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2013-06-27T16:22:30,2014-09-09T09:53:27,MULTIPOINT ((12.567607081095872 55.684195506012244))
affaldskurv.2678,10432,8160,Vennemindevej,0,Østerbro,,Københavnerkurv,Blå,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2013-08-23T15:03:29,2014-09-09T09:53:27,MULTIPOINT ((12.568803303259124 55.713834175826555))
affaldskurv.2679,6501,8160,Vennemindevej,,Østerbro,4,Københavnerkurv,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Østerbro Team 2,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-08T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.569368734119028 55.71169566906037))
affaldskurv.2680,6500,8160,Vennemindevej,,Østerbro,4,Københavnerkurv,Blå,Med låg,Afbrændt,Ikke registreret,Vej/Fortov,Østerbro Team 2,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-08T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.569188361096076 55.71162792078767))
affaldskurv.2681,11606,8176,Vermlandsgade,,Amager Øst,,Københavnerkurv,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,2016-11-17T15:22:22.57,,MULTIPOINT ((12.59733452029783 55.66878209685903))
affaldskurv.2682,8065,8176,Vermlandsgade,,Amager Øst,3,Richard Müller T5,Blå,Med låg,Slidt/grim,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-13T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.607383873207013 55.66790970755706))
affaldskurv.2683,8212,8176,Vermlandsgade,,Amager Øst,3,Richard Müller T5,Blå,Med låg,Slidt/grim,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-13T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.606486477063639 55.66819323711369))
affaldskurv.2684,8774,8192,Vestagervej,0,Østerbro,,Københavnerkurv,Grøn,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Østerbro Team 2,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,,2014-09-09T09:53:27,MULTIPOINT ((12.573191132093706 55.72129480206442))
affaldskurv.2685,11698,8208,Vester Farimagsgade,0,Indre By,,Københavnerkurv,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,2017-05-16T13:30:37.065,,MULTIPOINT ((12.56230499819367 55.67659183838031))
affaldskurv.2686,8419,8208,Vester Farimagsgade,0,Indre By,,Københavnerkurv,Blå,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Team Søerne,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,,2014-09-09T09:53:27,MULTIPOINT ((12.56309818057174 55.67925950093623))
affaldskurv.2687,8418,8208,Vester Farimagsgade,0,Indre By,,Københavnerkurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Team Søerne,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,,2014-09-09T09:53:27,MULTIPOINT ((12.562657159792746 55.67858284530197))
affaldskurv.2688,5515,8208,Vester Farimagsgade,,Indre By,1,Richard Müller T5,Grøn,Uden låg,Slidt/grim,Ikke registreret,Vej/Fortov,Team Søerne,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,rute 1,2001-08-08T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.562232714228681 55.67747464044068))
affaldskurv.2689,5513,8208,Vester Farimagsgade,,Indre By,1,Københavnerkurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Team Søerne,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,rute 1,2001-08-08T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.562328510299844 55.6768358443314))
affaldskurv.2690,5269,8208,Vester Farimagsgade,,Indre By,1,Københavnerkurv,Blå,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Team Søerne,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,rute 1,2001-08-08T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.562770138058513 55.67806935715038))
affaldskurv.2691,5265,8208,Vester Farimagsgade,,Indre By,1,Københavnerkurv,Blå,Med låg,Afbrændt,Ikke registreret,Vej/Fortov,Team Søerne,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,rute 1,2001-08-08T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.562491921241689 55.67772728406841))
affaldskurv.2692,5124,8208,Vester Farimagsgade,,Indre By,1,Københavnerkurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Team Søerne,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,rute 1,2001-08-08T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.5621448489143 55.67592861311698))
affaldskurv.2693,5098,8208,Vester Farimagsgade,0,Indre By,,Københavnerkurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Team Tivoli,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,rute 1,2009-08-17T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.562545315445112 55.674233899111805))
affaldskurv.2694,5263,8208,Vester Farimagsgade,,Indre By,1,Københavnerkurv,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Team Søerne,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,rute 1,2001-08-08T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.562503540567397 55.67721757119711))
affaldskurv.2695,8432,8240,Vester Søgade,0,Indre By,,Københavnerkurv,Grøn,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Team Søerne,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,,2014-09-09T09:53:27,MULTIPOINT ((12.559198135885993 55.67466350400388))
affaldskurv.2696,8431,8240,Vester Søgade,0,Indre By,,Københavnerkurv,Grå (metal),Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Team Søerne,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,,2014-09-09T09:53:27,MULTIPOINT ((12.558953116189748 55.674907203018726))
affaldskurv.2697,7505,8240,Vester Søgade,0,Indre By,,Richard Müller T5,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Team Søerne,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,rute 3 gul,2009-08-20T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.560592068105692 55.68070122446881))
affaldskurv.2698,5091,8240,Vester Søgade,0,Indre By,1,Københavnerkurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Team Tivoli,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,rute 3,2001-08-07T00:00:00,2016-11-11T12:13:40.125,MULTIPOINT ((12.558467338995396 55.67439185724257))
affaldskurv.2699,5307,8240,Vester Søgade,,Indre By,1,Københavnerkurv,Grøn,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Team Søerne,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,rute 3 gul,2003-07-15T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.55912862670499 55.67487609030645))
affaldskurv.2700,5306,8240,Vester Søgade,,Indre By,1,Københavnerkurv,Grøn,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Team Søerne,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,rute 3 gul,2003-07-15T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.559106215146787 55.67480074811732))
affaldskurv.2701,5305,8240,Vester Søgade,,Indre By,1,Københavnerkurv,Grøn,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Team Søerne,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,rute 3 gul,2003-07-15T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.558984959278717 55.674792623927594))
affaldskurv.2702,5304,8240,Vester Søgade,,Indre By,1,Københavnerkurv,Grøn,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Team Søerne,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,rute 3 gul,2003-07-15T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.5591037158193 55.6747385439212))
affaldskurv.2703,5300,8240,Vester Søgade,,Indre By,1,Københavnerkurv,Grøn,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Team Søerne,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,rute 3 gul,2003-07-15T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.559173082965552 55.67458706124714))
affaldskurv.2704,5127,8240,Vester Søgade,,Indre By,1,Københavnerkurv,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Team Søerne,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,rute 3 gul,2009-02-01T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.559214330904828 55.67666547313445))
affaldskurv.2705,5228,8240,Vester Søgade,0,Indre By,,Københavnerkurv,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Team Søerne,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,rute 3 gul,2009-08-20T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.558973239901396 55.67591598994125))
affaldskurv.2706,11706,8252,Vester Voldgade,0,Indre By,1,Københavnerkurv,Grå (metal),Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,2017-06-16T13:43:14.081,2017-06-16T13:44:17.957,MULTIPOINT ((12.569861528812046 55.676227060805004))
affaldskurv.2707,10713,8252,Vester Voldgade,0,Indre By,1,Københavnerkurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2013-11-20T09:07:32,2017-06-16T13:44:17.957,MULTIPOINT ((12.569769498801834 55.67630296876733))
affaldskurv.2708,10718,8252,Vester Voldgade,0,Indre By,,Københavnerkurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2013-11-20T09:44:04,2016-09-13T13:12:13.104,MULTIPOINT ((12.572727623222544 55.67475768240927))
